idvente,idmagasin,idclient,datevente,satisfactionclient
v_665,m_20,c_71,2020-02-16,2
v_666,m_11,c_31,2020-02-16,3
v_667,m_13,c_41,2020-02-16,0
v_668,m_12,c_19,2020-02-16,0
v_669,m_23,c_4,2020-02-16,5
v_670,m_23,c_47,2020-02-16,2
v_671,m_5,c_79,2020-02-16,0
v_672,m_22,c_94,2020-02-16,2
v_673,m_2,c_88,2020-02-16,4
v_674,m_4,c_92,2020-02-17,2
v_675,m_22,c_18,2020-02-17,5
v_676,m_22,c_90,2020-02-17,1
v_677,m_20,c_28,2020-02-17,2
v_678,m_2,c_40,2020-02-17,0
v_679,m_9,c_52,2020-02-17,0
v_680,m_19,c_47,2020-02-17,2
v_681,m_10,c_2,2020-02-17,1
v_682,m_20,c_99,2020-02-18,2
v_683,m_4,c_46,2020-02-18,1
v_684,m_9,c_49,2020-02-18,2
v_685,m_16,c_90,2020-02-18,1
v_686,m_6,c_18,2020-02-18,4
v_687,m_13,c_79,2020-02-18,4
v_688,m_20,c_43,2020-02-18,2
v_689,m_22,c_47,2020-02-18,4
v_690,m_3,c_31,2020-02-18,5
v_691,m_16,c_80,2020-02-18,3
v_692,m_9,c_93,2020-02-18,4
v_693,m_8,c_77,2020-02-18,5
v_694,m_12,c_15,2020-02-18,3
v_695,m_19,c_79,2020-02-18,5
v_696,m_20,c_33,2020-02-18,4
v_697,m_20,c_57,2020-02-18,0
v_698,m_20,c_39,2020-02-18,1
v_699,m_20,c_38,2020-02-18,5
v_700,m_12,c_37,2020-02-18,5
v_701,m_2,c_65,2020-02-19,3
v_702,m_5,c_26,2020-02-19,5
v_703,m_22,c_64,2020-02-19,2
v_704,m_18,c_53,2020-02-19,5
v_705,m_22,c_66,2020-02-19,2
v_706,m_22,c_99,2020-02-19,4
v_707,m_4,c_30,2020-02-19,1
v_708,m_18,c_12,2020-02-19,1
v_709,m_3,c_68,2020-02-19,2
v_710,m_13,c_50,2020-02-19,5
v_711,m_2,c_92,2020-02-19,1
v_712,m_17,c_59,2020-02-19,1
v_713,m_10,c_19,2020-02-19,1
v_714,m_10,c_76,2020-02-19,5
v_715,m_1,c_82,2020-02-19,2
v_716,m_8,c_64,2020-02-19,3
v_717,m_4,c_43,2020-02-20,3
v_718,m_4,c_39,2020-02-20,1
v_719,m_11,c_45,2020-02-20,2
v_720,m_9,c_13,2020-02-20,0
v_721,m_8,c_36,2020-02-20,0
v_722,m_15,c_43,2020-02-20,3
v_723,m_6,c_29,2020-02-20,4
v_724,m_18,c_77,2020-02-20,5
v_725,m_22,c_47,2020-02-20,0
v_726,m_19,c_8,2020-02-20,1
v_727,m_23,c_61,2020-02-20,2
v_728,m_5,c_42,2020-02-20,4
v_729,m_1,c_68,2020-02-20,0
v_730,m_17,c_25,2020-02-20,5
v_731,m_21,c_20,2020-02-20,4
v_732,m_3,c_35,2020-02-20,2
v_733,m_4,c_26,2020-02-20,1
v_734,m_10,c_66,2020-02-21,4
v_735,m_1,c_5,2020-02-21,1
v_736,m_16,c_49,2020-02-21,2
v_737,m_14,c_2,2020-02-21,2
v_738,m_6,c_27,2020-02-21,0
v_739,m_5,c_71,2020-02-22,1
v_740,m_4,c_73,2020-02-22,3
v_741,m_4,c_84,2020-02-22,4
v_742,m_18,c_48,2020-02-22,0
v_743,m_23,c_23,2020-02-22,3
v_744,m_19,c_17,2020-02-22,3
v_745,m_14,c_52,2020-02-22,0
v_746,m_16,c_85,2020-02-22,5
v_747,m_5,c_96,2020-02-22,2
v_748,m_14,c_1,2020-02-22,1
v_749,m_18,c_58,2020-02-22,3
v_750,m_14,c_69,2020-02-22,3
v_751,m_15,c_31,2020-02-22,0
v_752,m_22,c_70,2020-02-22,5
v_753,m_20,c_89,2020-02-22,5
v_754,m_17,c_81,2020-02-22,5
v_755,m_11,c_58,2020-02-22,5
v_756,m_19,c_92,2020-02-22,5
v_757,m_1,c_54,2020-02-22,2
v_758,m_6,c_14,2020-02-22,1
v_759,m_13,c_38,2020-02-22,3
v_760,m_20,c_48,2020-02-22,2
v_761,m_8,c_80,2020-02-22,3
v_762,m_3,c_18,2020-02-23,5
v_763,m_5,c_48,2020-02-24,2
v_764,m_7,c_9,2020-02-24,1
v_765,m_21,c_66,2020-02-24,5
v_766,m_7,c_1,2020-02-24,0
v_767,m_15,c_60,2020-02-24,1
v_768,m_6,c_19,2020-02-24,0
v_769,m_20,c_21,2020-02-24,2
v_770,m_9,c_63,2020-02-24,2
v_771,m_16,c_45,2020-02-24,4
v_772,m_15,c_42,2020-02-24,5
v_773,m_2,c_59,2020-02-24,4
v_774,m_17,c_67,2020-02-24,4
v_775,m_21,c_27,2020-02-24,5
v_776,m_22,c_22,2020-02-24,1
v_777,m_18,c_100,2020-02-24,3
v_778,m_6,c_81,2020-02-24,2
v_779,m_15,c_71,2020-02-24,2
v_780,m_23,c_48,2020-02-24,3
v_781,m_4,c_78,2020-02-24,3
v_782,m_4,c_32,2020-02-24,2
v_783,m_15,c_31,2020-02-24,5
v_784,m_5,c_72,2020-02-24,2
v_785,m_8,c_29,2020-02-24,1
v_786,m_18,c_95,2020-02-24,2
v_787,m_23,c_73,2020-02-24,4
v_788,m_5,c_9,2020-02-25,2
v_789,m_2,c_66,2020-02-25,4
v_790,m_20,c_48,2020-02-25,0
v_791,m_8,c_34,2020-02-26,4
v_792,m_8,c_54,2020-02-26,4
v_793,m_15,c_47,2020-02-26,2
v_794,m_5,c_78,2020-02-26,5
v_795,m_6,c_75,2020-02-26,2
v_796,m_8,c_36,2020-02-26,4
v_797,m_9,c_25,2020-02-26,1
v_798,m_2,c_83,2020-02-26,3
v_799,m_23,c_96,2020-02-26,2
v_800,m_22,c_57,2020-02-26,5
v_801,m_23,c_51,2020-02-26,0
v_802,m_1,c_15,2020-02-26,2
v_803,m_2,c_31,2020-02-26,0
v_804,m_6,c_14,2020-02-26,3
v_805,m_12,c_46,2020-02-27,0
v_806,m_23,c_94,2020-02-27,5
v_807,m_15,c_92,2020-02-27,3
v_808,m_15,c_80,2020-02-27,3
v_809,m_13,c_57,2020-02-27,0
v_810,m_1,c_38,2020-02-27,4
v_811,m_11,c_46,2020-02-27,1
v_812,m_6,c_41,2020-02-27,4
v_813,m_19,c_31,2020-02-27,4
v_814,m_4,c_82,2020-02-27,0
v_815,m_8,c_96,2020-02-27,0
v_816,m_22,c_10,2020-02-27,5
v_817,m_23,c_28,2020-02-27,3
v_818,m_13,c_57,2020-02-27,0
v_819,m_21,c_51,2020-02-27,1
v_820,m_1,c_35,2020-02-27,0
v_821,m_1,c_35,2020-02-27,0
v_822,m_20,c_77,2020-02-27,5
v_823,m_4,c_17,2020-02-27,2
v_824,m_16,c_61,2020-02-27,4
v_825,m_21,c_60,2020-02-28,3
v_826,m_19,c_24,2020-02-28,4
v_827,m_20,c_68,2020-02-28,3
v_828,m_1,c_59,2020-02-28,0
v_829,m_23,c_72,2020-02-28,0
v_830,m_16,c_39,2020-02-28,2
v_831,m_17,c_55,2020-02-28,1
v_832,m_17,c_9,2020-02-28,2
v_833,m_11,c_86,2020-02-28,1
v_834,m_17,c_22,2020-02-28,4
v_835,m_11,c_94,2020-02-28,4
v_836,m_20,c_17,2020-02-28,0
v_837,m_13,c_33,2020-02-28,2
v_838,m_22,c_13,2020-02-28,5
v_839,m_1,c_26,2020-02-28,2
v_840,m_9,c_87,2020-02-28,1
v_841,m_20,c_80,2020-02-28,3
v_842,m_14,c_92,2020-02-28,4
v_843,m_15,c_27,2020-02-28,2
v_844,m_23,c_23,2020-02-28,5
v_845,m_18,c_13,2020-02-28,2
v_846,m_5,c_66,2020-02-28,5
v_847,m_23,c_86,2020-02-28,5
v_848,m_17,c_13,2020-02-28,5
v_849,m_9,c_53,2020-02-28,1
v_850,m_21,c_70,2020-02-28,1
v_851,m_21,c_98,2020-02-29,4
v_852,m_16,c_40,2020-02-29,2
v_853,m_9,c_47,2020-02-29,4
v_854,m_23,c_42,2020-02-29,4
v_855,m_21,c_70,2020-02-29,3
v_856,m_4,c_23,2020-02-29,1
v_857,m_6,c_21,2020-02-29,3
v_858,m_9,c_66,2020-02-29,4
v_859,m_15,c_62,2020-02-29,1
v_860,m_3,c_71,2020-02-29,4
v_861,m_21,c_43,2020-02-29,1
v_862,m_20,c_19,2020-02-29,0
v_863,m_21,c_52,2020-02-29,4
v_864,m_13,c_17,2020-02-29,0
v_865,m_4,c_10,2020-03-01,4
v_866,m_3,c_87,2020-03-01,3
v_867,m_13,c_51,2020-03-01,0
v_868,m_23,c_12,2020-03-01,4
v_869,m_9,c_85,2020-03-01,3
v_870,m_15,c_45,2020-03-01,3
v_871,m_19,c_18,2020-03-01,1
v_872,m_3,c_15,2020-03-01,4
v_873,m_11,c_22,2020-03-01,3
v_874,m_1,c_42,2020-03-01,2
v_875,m_3,c_56,2020-03-01,4
v_876,m_6,c_84,2020-03-01,5
v_877,m_17,c_39,2020-03-02,0
v_878,m_19,c_15,2020-03-02,4
v_879,m_9,c_89,2020-03-03,1
v_880,m_10,c_100,2020-03-03,0
v_881,m_15,c_21,2020-03-03,0
v_882,m_7,c_81,2020-03-03,5
v_883,m_1,c_62,2020-03-03,3
v_884,m_19,c_39,2020-03-03,5
v_885,m_19,c_43,2020-03-03,1
v_886,m_18,c_74,2020-03-03,5
v_887,m_21,c_60,2020-03-03,1
v_888,m_10,c_29,2020-03-03,0
v_889,m_5,c_8,2020-03-03,4
v_890,m_9,c_27,2020-03-03,2
v_891,m_4,c_87,2020-03-03,2
v_892,m_2,c_62,2020-03-03,2
v_893,m_10,c_65,2020-03-03,3
v_894,m_23,c_10,2020-03-04,4
v_895,m_13,c_70,2020-03-04,5
v_896,m_4,c_37,2020-03-04,4
v_897,m_5,c_82,2020-03-04,5
v_898,m_10,c_51,2020-03-04,5
v_899,m_10,c_4,2020-03-04,4
v_900,m_16,c_8,2020-03-04,0
v_901,m_8,c_5,2020-03-04,5
v_902,m_20,c_70,2020-03-04,3
v_903,m_14,c_28,2020-03-04,3
v_904,m_13,c_63,2020-03-04,4
v_905,m_3,c_33,2020-03-04,2
v_906,m_13,c_19,2020-03-04,0
v_907,m_15,c_19,2020-03-04,3
v_908,m_1,c_60,2020-03-04,0
v_909,m_20,c_86,2020-03-04,0
v_910,m_15,c_12,2020-03-04,1
v_911,m_17,c_3,2020-03-04,1
v_912,m_5,c_61,2020-03-04,5
v_913,m_11,c_10,2020-03-04,1
v_914,m_5,c_99,2020-03-04,5
v_915,m_14,c_49,2020-03-04,5
v_916,m_13,c_64,2020-03-04,3
v_917,m_1,c_7,2020-03-04,0
v_918,m_12,c_90,2020-03-05,1
v_919,m_12,c_48,2020-03-05,1
v_920,m_10,c_50,2020-03-05,2
v_921,m_20,c_35,2020-03-05,5
v_922,m_6,c_2,2020-03-05,5
v_923,m_3,c_85,2020-03-05,2
v_924,m_4,c_25,2020-03-05,5
v_925,m_1,c_34,2020-03-05,3
v_926,m_6,c_43,2020-03-05,3
v_927,m_6,c_12,2020-03-05,1
v_928,m_23,c_69,2020-03-05,5
v_929,m_12,c_63,2020-03-05,1
v_930,m_12,c_56,2020-03-05,2
v_931,m_5,c_97,2020-03-05,0
v_932,m_14,c_93,2020-03-05,1
v_933,m_8,c_68,2020-03-05,1
v_934,m_19,c_2,2020-03-05,3
v_935,m_4,c_20,2020-03-05,0
v_936,m_21,c_84,2020-03-05,2
v_937,m_9,c_42,2020-03-05,1
v_938,m_12,c_86,2020-03-05,1
v_939,m_19,c_92,2020-03-05,2
v_940,m_6,c_42,2020-03-05,2
v_941,m_14,c_51,2020-03-05,2
v_942,m_11,c_51,2020-03-06,5
v_943,m_12,c_10,2020-03-06,3
v_944,m_15,c_36,2020-03-06,0
v_945,m_21,c_72,2020-03-06,1
v_946,m_19,c_5,2020-03-06,3
v_947,m_17,c_26,2020-03-06,5
v_948,m_21,c_39,2020-03-06,0
v_949,m_7,c_22,2020-03-06,5
v_950,m_21,c_21,2020-03-06,0
v_951,m_3,c_36,2020-03-06,2
v_952,m_4,c_99,2020-03-06,5
v_953,m_8,c_14,2020-03-06,1
v_954,m_12,c_61,2020-03-06,5
v_955,m_14,c_40,2020-03-06,4
v_956,m_10,c_44,2020-03-06,4
v_957,m_7,c_7,2020-03-06,2
v_958,m_9,c_26,2020-03-06,1
v_959,m_4,c_48,2020-03-06,3
v_960,m_5,c_19,2020-03-06,1
v_961,m_20,c_52,2020-03-06,1
v_962,m_21,c_31,2020-03-06,4
v_963,m_12,c_15,2020-03-07,5
v_964,m_2,c_36,2020-03-07,5
v_965,m_9,c_53,2020-03-07,5
v_966,m_18,c_6,2020-03-07,2
v_967,m_20,c_13,2020-03-07,4
v_968,m_20,c_40,2020-03-07,0
v_969,m_8,c_10,2020-03-07,3
v_970,m_5,c_39,2020-03-07,0
v_971,m_17,c_27,2020-03-07,0
v_972,m_2,c_40,2020-03-07,3
v_973,m_5,c_87,2020-03-07,3
v_974,m_21,c_36,2020-03-07,2
v_975,m_7,c_82,2020-03-07,5
v_976,m_17,c_79,2020-03-07,4
v_977,m_21,c_88,2020-03-08,0
v_978,m_14,c_31,2020-03-08,2
v_979,m_9,c_84,2020-03-08,0
v_980,m_17,c_36,2020-03-08,5
v_981,m_18,c_49,2020-03-08,5
v_982,m_7,c_7,2020-03-08,2
v_983,m_19,c_80,2020-03-08,3
v_984,m_12,c_24,2020-03-08,2
v_985,m_14,c_2,2020-03-08,0
v_986,m_3,c_29,2020-03-08,5
v_987,m_10,c_64,2020-03-08,5
v_988,m_14,c_9,2020-03-08,5
v_989,m_21,c_53,2020-03-09,3
v_990,m_21,c_93,2020-03-09,5
v_991,m_5,c_90,2020-03-10,4
v_992,m_12,c_6,2020-03-10,5
v_993,m_19,c_67,2020-03-10,2
v_994,m_7,c_79,2020-03-10,5
v_995,m_22,c_61,2020-03-10,0
v_996,m_21,c_92,2020-03-10,0
v_997,m_14,c_18,2020-03-10,0
v_998,m_13,c_38,2020-03-10,1
v_999,m_16,c_47,2020-03-10,3
v_1000,m_4,c_30,2020-03-10,0
v_1001,m_19,c_5,2020-03-10,1
v_1002,m_2,c_6,2020-03-10,0
v_1003,m_21,c_12,2020-03-10,5
v_1004,m_9,c_28,2020-03-10,1
v_1005,m_9,c_42,2020-03-10,3
v_1006,m_10,c_75,2020-03-10,5
v_1007,m_14,c_74,2020-03-10,5
v_1008,m_18,c_11,2020-03-10,1
v_1009,m_4,c_6,2020-03-10,0
v_1010,m_5,c_29,2020-03-10,0
v_1011,m_9,c_60,2020-03-10,1
v_1012,m_23,c_38,2020-03-10,4
v_1013,m_7,c_15,2020-03-11,1
v_1014,m_6,c_29,2020-03-11,3
v_1015,m_21,c_80,2020-03-11,4
v_1016,m_4,c_96,2020-03-11,5
v_1017,m_11,c_11,2020-03-11,5
v_1018,m_8,c_6,2020-03-11,5
v_1019,m_3,c_49,2020-03-11,4
v_1020,m_1,c_70,2020-03-11,1
v_1021,m_6,c_75,2020-03-11,1
v_1022,m_19,c_63,2020-03-11,5
v_1023,m_2,c_97,2020-03-11,4
v_1024,m_9,c_78,2020-03-11,1
v_1025,m_9,c_69,2020-03-11,5
v_1026,m_10,c_5,2020-03-12,5
v_1027,m_22,c_18,2020-03-12,4
v_1028,m_8,c_69,2020-03-12,1
v_1029,m_3,c_37,2020-03-12,0
v_1030,m_6,c_18,2020-03-12,2
v_1031,m_10,c_64,2020-03-12,5
v_1032,m_10,c_93,2020-03-12,3
v_1033,m_5,c_20,2020-03-12,3
v_1034,m_22,c_52,2020-03-12,1
v_1035,m_16,c_33,2020-03-12,5
v_1036,m_15,c_28,2020-03-12,5
v_1037,m_2,c_2,2020-03-12,4
v_1038,m_20,c_57,2020-03-12,5
v_1039,m_14,c_99,2020-03-12,0
v_1040,m_21,c_9,2020-03-13,0
v_1041,m_23,c_21,2020-03-13,1
v_1042,m_19,c_72,2020-03-13,3
v_1043,m_10,c_90,2020-03-13,0
v_1044,m_7,c_29,2020-03-13,0
v_1045,m_7,c_28,2020-03-13,1
v_1046,m_19,c_33,2020-03-14,0
v_1047,m_2,c_11,2020-03-15,0
v_1048,m_8,c_32,2020-03-15,3
v_1049,m_13,c_53,2020-03-15,0
v_1050,m_6,c_23,2020-03-15,2
v_1051,m_6,c_47,2020-03-15,3
v_1052,m_6,c_85,2020-03-15,4
v_1053,m_19,c_17,2020-03-15,1
v_1054,m_7,c_83,2020-03-15,3
v_1055,m_23,c_88,2020-03-15,3
v_1056,m_12,c_60,2020-03-15,0
v_1057,m_7,c_62,2020-03-15,5
v_1058,m_17,c_61,2020-03-15,3
v_1059,m_22,c_58,2020-03-15,0
v_1060,m_5,c_15,2020-03-15,4
v_1061,m_6,c_35,2020-03-15,2
v_1062,m_16,c_53,2020-03-15,5
v_1063,m_8,c_61,2020-03-15,5
v_1064,m_11,c_76,2020-03-15,0
v_1065,m_18,c_43,2020-03-16,1
v_1066,m_16,c_42,2020-03-16,1
v_1067,m_22,c_79,2020-03-16,5
v_1068,m_17,c_22,2020-03-16,3
v_1069,m_17,c_6,2020-03-16,2
v_1070,m_12,c_83,2020-03-16,0
v_1071,m_17,c_25,2020-03-16,2
v_1072,m_9,c_60,2020-03-16,3
v_1073,m_10,c_58,2020-03-16,1
v_1074,m_21,c_68,2020-03-16,4
v_1075,m_12,c_94,2020-03-16,0
v_1076,m_15,c_70,2020-03-16,4
v_1077,m_5,c_60,2020-03-17,2
v_1078,m_7,c_77,2020-03-17,0
v_1079,m_18,c_17,2020-03-17,5
v_1080,m_14,c_64,2020-03-17,3
v_1081,m_15,c_70,2020-03-17,0
v_1082,m_19,c_41,2020-03-17,3
v_1083,m_13,c_88,2020-03-17,3
v_1084,m_3,c_44,2020-03-17,3
v_1085,m_13,c_32,2020-03-17,4
v_1086,m_23,c_87,2020-03-17,1
v_1087,m_6,c_79,2020-03-17,0
v_1088,m_10,c_6,2020-03-17,2
v_1089,m_19,c_85,2020-03-17,5
v_1090,m_8,c_60,2020-03-17,4
v_1091,m_13,c_46,2020-03-17,0
v_1092,m_23,c_58,2020-03-17,5
v_1093,m_20,c_62,2020-03-17,0
v_1094,m_3,c_15,2020-03-17,4
v_1095,m_7,c_61,2020-03-17,3
v_1096,m_10,c_37,2020-03-18,3
v_1097,m_5,c_38,2020-03-18,1
v_1098,m_20,c_55,2020-03-18,5
v_1099,m_17,c_86,2020-03-19,3
v_1100,m_18,c_89,2020-03-19,4
v_1101,m_1,c_65,2020-03-19,5
v_1102,m_23,c_18,2020-03-19,1
v_1103,m_20,c_90,2020-03-19,4
v_1104,m_7,c_12,2020-03-19,2
v_1105,m_5,c_58,2020-03-19,3
v_1106,m_4,c_39,2020-03-19,5
v_1107,m_9,c_90,2020-03-19,5
v_1108,m_22,c_73,2020-03-19,5
v_1109,m_23,c_69,2020-03-19,4
v_1110,m_2,c_46,2020-03-19,1
v_1111,m_6,c_18,2020-03-19,2
v_1112,m_14,c_59,2020-03-19,4
v_1113,m_1,c_5,2020-03-19,1
v_1114,m_16,c_97,2020-03-19,3
v_1115,m_21,c_100,2020-03-19,4
v_1116,m_11,c_90,2020-03-19,3
v_1117,m_5,c_14,2020-03-20,5
v_1118,m_16,c_39,2020-03-20,2
v_1119,m_7,c_16,2020-03-20,4
v_1120,m_15,c_38,2020-03-20,3
v_1121,m_2,c_70,2020-03-20,1
v_1122,m_14,c_9,2020-03-20,1
v_1123,m_20,c_39,2020-03-20,0
v_1124,m_18,c_46,2020-03-20,1
v_1125,m_4,c_37,2020-03-20,3
v_1126,m_17,c_41,2020-03-20,5
v_1127,m_6,c_28,2020-03-20,1
v_1128,m_21,c_93,2020-03-20,3
v_1129,m_4,c_6,2020-03-20,1
v_1130,m_12,c_29,2020-03-20,5
v_1131,m_22,c_60,2020-03-20,3
v_1132,m_6,c_29,2020-03-20,0
v_1133,m_18,c_29,2020-03-20,1
v_1134,m_22,c_69,2020-03-20,1
v_1135,m_6,c_75,2020-03-20,3
v_1136,m_8,c_89,2020-03-20,3
v_1137,m_7,c_52,2020-03-20,1
v_1138,m_23,c_62,2020-03-20,1
v_1139,m_2,c_10,2020-03-20,2
v_1140,m_21,c_22,2020-03-20,3
v_1141,m_15,c_72,2020-03-20,3
v_1142,m_22,c_53,2020-03-20,5
v_1143,m_21,c_77,2020-03-21,3
v_1144,m_7,c_23,2020-03-21,4
v_1145,m_16,c_44,2020-03-21,2
v_1146,m_21,c_85,2020-03-21,5
v_1147,m_14,c_27,2020-03-21,4
v_1148,m_16,c_93,2020-03-21,1
v_1149,m_23,c_100,2020-03-21,3
v_1150,m_5,c_30,2020-03-21,1
v_1151,m_2,c_31,2020-03-21,3
v_1152,m_6,c_73,2020-03-21,3
v_1153,m_11,c_19,2020-03-21,2
v_1154,m_22,c_46,2020-03-21,5
v_1155,m_15,c_56,2020-03-21,2
v_1156,m_17,c_74,2020-03-21,5
v_1157,m_18,c_49,2020-03-21,1
v_1158,m_9,c_97,2020-03-21,2
v_1159,m_6,c_16,2020-03-21,2
v_1160,m_19,c_52,2020-03-21,2
v_1161,m_7,c_64,2020-03-21,3
v_1162,m_23,c_61,2020-03-21,1
v_1163,m_1,c_70,2020-03-21,1
v_1164,m_3,c_28,2020-03-21,1
v_1165,m_11,c_9,2020-03-21,2
v_1166,m_10,c_72,2020-03-21,2
v_1167,m_13,c_1,2020-03-21,4
v_1168,m_16,c_88,2020-03-21,4
v_1169,m_12,c_84,2020-03-21,5
v_1170,m_8,c_16,2020-03-21,2
v_1171,m_13,c_28,2020-03-21,5
v_1172,m_7,c_85,2020-03-21,3
v_1173,m_3,c_45,2020-03-22,1
v_1174,m_12,c_74,2020-03-22,2
v_1175,m_15,c_100,2020-03-22,4
v_1176,m_5,c_46,2020-03-22,5
v_1177,m_11,c_88,2020-03-22,0
v_1178,m_11,c_78,2020-03-22,4
v_1179,m_21,c_69,2020-03-22,0
v_1180,m_9,c_92,2020-03-22,3
v_1181,m_22,c_62,2020-03-22,5
v_1182,m_21,c_95,2020-03-22,1
v_1183,m_4,c_55,2020-03-22,4
v_1184,m_18,c_3,2020-03-22,3
v_1185,m_14,c_36,2020-03-23,2
v_1186,m_10,c_25,2020-03-23,3
v_1187,m_2,c_21,2020-03-23,4
v_1188,m_9,c_43,2020-03-23,0
v_1189,m_4,c_87,2020-03-23,1
v_1190,m_9,c_58,2020-03-23,3
v_1191,m_17,c_98,2020-03-23,1
v_1192,m_14,c_66,2020-03-23,0
v_1193,m_22,c_73,2020-03-23,4
v_1194,m_6,c_39,2020-03-23,4
v_1195,m_8,c_28,2020-03-23,4
v_1196,m_17,c_27,2020-03-23,4
v_1197,m_13,c_10,2020-03-23,4
v_1198,m_22,c_8,2020-03-23,4
v_1199,m_9,c_5,2020-03-23,5
v_1200,m_2,c_49,2020-03-23,4
v_1201,m_16,c_100,2020-03-23,0
v_1202,m_21,c_54,2020-03-23,2
v_1203,m_14,c_49,2020-03-23,2
v_1204,m_4,c_55,2020-03-23,1
v_1205,m_1,c_48,2020-03-23,3
v_1206,m_16,c_73,2020-03-23,4
v_1207,m_22,c_83,2020-03-23,2
v_1208,m_12,c_68,2020-03-24,3
v_1209,m_10,c_20,2020-03-24,5
v_1210,m_19,c_74,2020-03-25,5
v_1211,m_6,c_46,2020-03-25,2
v_1212,m_13,c_89,2020-03-25,1
v_1213,m_5,c_81,2020-03-25,3
v_1214,m_18,c_60,2020-03-25,0
v_1215,m_22,c_46,2020-03-25,2
v_1216,m_6,c_15,2020-03-25,0
v_1217,m_19,c_88,2020-03-25,3
v_1218,m_7,c_86,2020-03-25,5
v_1219,m_7,c_96,2020-03-25,2
v_1220,m_8,c_44,2020-03-25,5
v_1221,m_7,c_13,2020-03-25,1
v_1222,m_3,c_22,2020-03-25,2
v_1223,m_12,c_15,2020-03-25,3
v_1224,m_17,c_75,2020-03-25,4
v_1225,m_17,c_7,2020-03-25,4
v_1226,m_8,c_90,2020-03-25,2
v_1227,m_3,c_54,2020-03-25,1
v_1228,m_21,c_12,2020-03-25,1
v_1229,m_4,c_19,2020-03-25,3
v_1230,m_2,c_2,2020-03-25,1
v_1231,m_8,c_34,2020-03-25,4
v_1232,m_22,c_9,2020-03-25,3
v_1233,m_2,c_86,2020-03-25,0
v_1234,m_5,c_50,2020-03-25,1
v_1235,m_12,c_79,2020-03-25,4
v_1236,m_22,c_89,2020-03-25,3
v_1237,m_1,c_57,2020-03-26,1
v_1238,m_12,c_70,2020-03-26,5
v_1239,m_18,c_56,2020-03-26,4
v_1240,m_5,c_34,2020-03-26,5
v_1241,m_6,c_57,2020-03-26,2
v_1242,m_23,c_20,2020-03-26,0
v_1243,m_16,c_84,2020-03-26,0
v_1244,m_2,c_78,2020-03-27,5
v_1245,m_19,c_74,2020-03-28,5
v_1246,m_6,c_49,2020-03-28,0
v_1247,m_22,c_91,2020-03-28,2
v_1248,m_15,c_45,2020-03-28,4
v_1249,m_19,c_23,2020-03-28,0
v_1250,m_17,c_65,2020-03-28,1
v_1251,m_15,c_83,2020-03-28,3
v_1252,m_9,c_21,2020-03-28,4
v_1253,m_12,c_94,2020-03-28,3
v_1254,m_7,c_13,2020-03-28,3
v_1255,m_3,c_54,2020-03-28,2
v_1256,m_13,c_38,2020-03-29,0
v_1257,m_21,c_43,2020-03-29,3
v_1258,m_3,c_92,2020-03-29,4
v_1259,m_7,c_86,2020-03-29,1
v_1260,m_13,c_92,2020-03-29,3
v_1261,m_8,c_22,2020-03-29,0
v_1262,m_19,c_76,2020-03-29,1
v_1263,m_9,c_89,2020-03-29,5
v_1264,m_3,c_31,2020-03-29,2
v_1265,m_12,c_18,2020-03-29,0
v_1266,m_2,c_50,2020-03-29,0
v_1267,m_10,c_43,2020-03-29,1
v_1268,m_5,c_49,2020-03-29,3
v_1269,m_11,c_24,2020-03-29,2
v_1270,m_18,c_63,2020-03-29,4
v_1271,m_12,c_76,2020-03-29,5
v_1272,m_8,c_89,2020-03-29,2
v_1273,m_9,c_97,2020-03-29,0
v_1274,m_13,c_100,2020-03-30,2
v_1275,m_22,c_19,2020-03-30,2
v_1276,m_9,c_23,2020-03-30,1
v_1277,m_22,c_80,2020-03-30,2
v_1278,m_7,c_16,2020-03-31,3
v_1279,m_20,c_36,2020-03-31,4
v_1280,m_10,c_90,2020-03-31,4
v_1281,m_23,c_73,2020-03-31,1
v_1282,m_2,c_29,2020-03-31,0
v_1283,m_2,c_74,2020-03-31,3
v_1284,m_13,c_79,2020-03-31,1
v_1285,m_9,c_76,2020-03-31,2
v_1286,m_13,c_29,2020-03-31,5
v_1287,m_13,c_95,2020-03-31,2
v_1288,m_4,c_75,2020-03-31,2
v_1289,m_5,c_15,2020-03-31,3
v_1290,m_18,c_7,2020-03-31,1
v_1291,m_11,c_76,2020-03-31,2
v_1292,m_7,c_85,2020-03-31,2
v_1293,m_16,c_33,2020-03-31,2
v_1294,m_10,c_44,2020-03-31,4
v_1295,m_6,c_48,2020-03-31,3
v_1296,m_20,c_5,2020-03-31,1
v_1297,m_14,c_74,2020-03-31,0
v_1298,m_17,c_8,2020-03-31,4
v_1299,m_1,c_75,2020-03-31,2
v_1300,m_21,c_13,2020-03-31,4
v_1301,m_10,c_24,2020-03-31,5
v_1302,m_8,c_17,2020-03-31,0
v_1303,m_10,c_79,2020-03-31,4
v_1304,m_19,c_19,2020-03-31,0
v_1305,m_14,c_85,2020-04-01,4
v_1306,m_17,c_18,2020-04-01,3
v_1307,m_9,c_54,2020-04-01,5
v_1308,m_12,c_37,2020-04-01,4
v_1309,m_23,c_85,2020-04-01,3
v_1310,m_2,c_97,2020-04-01,1
v_1311,m_13,c_47,2020-04-01,2
v_1312,m_9,c_85,2020-04-01,1
v_1313,m_19,c_47,2020-04-01,1
v_1314,m_21,c_77,2020-04-01,0
